peak	gene	distance	peak_type
chr1_6276013_6276995	ACOT7;GPR153	0;-14916	distal;distal
chr1_6287346_6288062	ACOT7;GPR153	0;-26249	distal;distal
chr1_6292126_6292144	ACOT7;GPR153	0;-31029	distal;distal
chr1_6329507_6331316	ACOT7	28028	distal
chr1_6332060_6332081	ACOT7	27263	distal
chr1_6335941_6336325	ACOT7	23019	distal
chr1_6338782_6339021	ACOT7	20323	distal
chr1_6343363_6343881	ACOT7	15463	distal
chr1_6347975_6349033	ACOT7	10311	distal
chr1_6350223_6351012	ACOT7	8332	distal
chr1_6351860_6352115	ACOT7	7229	distal
chr1_6358341_6359935	ACOT7	0	promoter
chr1_6362974_6363547	ACOT7	-2268	distal
chr1_6367212_6367695	ACOT7	-6506	distal
chr1_6384832_6386290	ACOT7	0	promoter
chr1_6392193_6394619	ACOT7;AL031848.2	0;0	promoter;promoter
chr1_6404640_6405072	ACOT7	-10250	distal
chr1_6414341_6414657	HES2	5246	distal
chr1_6423554_6423839	HES2	831	distal
chr1_6430090_6430475	ESPN	5303	distal
chr1_6436861_6438451	ESPN;AL031848.1	0;8555	distal;distal
chr1_6445132_6445460	ESPN;AL031848.1	0;1546	distal;distal
chr1_6447134_6447540	ESPN;AL031848.1	0;-129	distal;promoter
chr1_6448492_6449107	ESPN	450	distal
chr1_6460252_6460763	ESPN;TNFRSF25	0;5344	distal;distal
chr1_6464490_6464821	TNFRSF25	1286	distal
chr1_6470363_6470953	PLEKHG5;TNFRSF25	0;-4169	distal;distal
chr1_6475456_6475933	PLEKHG5;TNFRSF25	0;-9262	distal;distal
chr1_6485481_6486964	PLEKHG5	0	promoter
chr1_6489792_6491840	PLEKHG5	0	promoter
chr1_6494865_6497985	PLEKHG5	0	promoter
chr1_6498642_6498907	PLEKHG5	-1253	distal
chr1_6501845_6503060	PLEKHG5	3098	distal
chr1_6506961_6510420	PLEKHG5	-804	promoter
chr1_6519634_6520487	PLEKHG5	0	promoter
chr1_6523641_6523887	NOL9;PLEKHG5	0;-3581	distal;distal
chr1_6542094_6542175	NOL9	12338	distal
chr1_6553945_6555644	NOL9;TAS1R1	0;0	promoter;promoter
chr1_6577829_6581133	TAS1R1;ZBTB48	0;0	distal;promoter
chr1_6586581_6587880	ZBTB48	6588	distal
chr1_6591131_6592919	KLHL21	9950	distal
chr1_6596888_6598001	KLHL21	4868	distal
chr1_6599258_6604665	KLHL21	0	promoter
chr1_6609753_6609940	PHF13;KLHL21	-3791;0	distal;distal
chr1_6612551_6615775	PHF13;KLHL21	0;0	promoter;promoter
chr1_6624549_6626071	THAP3	0	promoter
chr1_6634590_6635004	DNAJC11;THAP3	0;9399	distal;distal
chr1_6637933_6638665	DNAJC11;THAP3	0;12742	distal;distal
chr1_6646500_6646808	DNAJC11;THAP3	0;21309	distal;distal
chr1_6653479_6654062	DNAJC11;THAP3	0;28288	distal;distal
chr1_6701229_6702387	DNAJC11	0	promoter
chr1_6720117_6720326	LINC01672	-4311	distal
chr1_6727523_6727809	LINC01672	2881	distal
chr1_6735109_6735439	LINC01672	10467	distal
chr1_6743714_6744203	LINC01672	19072	distal
chr1_6784065_6786760	CAMTA1;CAMTA1-DT	0;0	promoter;promoter
chr1_6826001_6826132	CAMTA1	40484	distal
chr1_6827737_6828150	CAMTA1	42220	distal
chr1_6842188_6842723	CAMTA1	56671	distal
chr1_6868709_6869496	CAMTA1	83192	distal
chr1_6870199_6870331	CAMTA1	84682	distal
chr1_6887615_6887924	CAMTA1	102098	distal
chr1_6889895_6890308	CAMTA1	104378	distal
chr1_6912607_6913075	CAMTA1;AL512330.1	0;101204	distal;distal
chr1_6914403_6915279	CAMTA1;AL512330.1	0;99000	distal;distal
chr1_6916173_6916381	CAMTA1;AL512330.1	0;97898	distal;distal
chr1_6918706_6918843	CAMTA1;AL512330.1	0;95436	distal;distal
chr1_6922378_6923090	CAMTA1;AL512330.1	0;91189	distal;distal
chr1_6924102_6925187	CAMTA1;AL512330.1	0;89092	distal;distal
chr1_6935622_6935720	CAMTA1;AL512330.1	0;78559	distal;distal
chr1_6954359_6954794	CAMTA1;AL512330.1	0;59485	distal;distal
chr1_6956586_6956987	CAMTA1;AL512330.1	0;57292	distal;distal
chr1_6958338_6958834	CAMTA1;AL512330.1	0;55445	distal;distal
chr1_6960299_6960622	CAMTA1;AL512330.1	0;53657	distal;distal
chr1_6965112_6965463	CAMTA1;AL512330.1	0;48816	distal;distal
chr1_6975408_6975755	CAMTA1;AL512330.1	0;38524	distal;distal
chr1_6984644_6985445	CAMTA1;AL512330.1	0;28834	distal;distal
chr1_7042152_7043021	CAMTA1;AL512330.1	0;-27874	distal;distal
chr1_7050885_7051405	CAMTA1;AL512330.1	0;-36607	distal;distal
chr1_7070140_7070801	CAMTA1;AL512330.1	0;-55862	distal;distal
chr1_7110356_7110548	CAMTA1;AL512330.1	0;-96078	distal;distal
chr1_7117583_7118009	CAMTA1;AL512330.1	0;-103305	distal;distal
chr1_7121472_7122096	CAMTA1;AL512330.1	0;-107194	distal;distal
chr1_7149337_7149956	CAMTA1;AL512330.1	0;-135059	distal;distal
chr1_7207917_7208257	CAMTA1;CAMTA1-IT1	0;-160685	distal;distal
chr1_7248061_7248462	CAMTA1;CAMTA1-IT1	0;-120480	distal;distal
chr1_7291146_7292043	CAMTA1;CAMTA1-IT1	0;-76899	distal;distal
chr1_7299241_7299868	CAMTA1;CAMTA1-IT1	0;-69074	distal;distal
chr1_7313224_7313408	CAMTA1;CAMTA1-IT1	0;-55534	distal;distal
chr1_7341596_7341848	CAMTA1;CAMTA1-IT1	0;-27094	distal;distal
chr1_7374002_7374589	CAMTA1;CAMTA1-IT1	0;5061	distal;distal
chr1_7379687_7379893	CAMTA1;Z97987.1	0;9526	distal;distal
chr1_7386230_7387107	CAMTA1;Z97987.1	0;2312	distal;distal
chr1_7388209_7389726	CAMTA1;Z97987.1	0;0	distal;promoter
chr1_7401975_7402116	CAMTA1;Z97987.1	0;-12222	distal;distal
chr1_7454069_7454463	CAMTA1;AL365194.1	0;-12516	distal;distal
chr1_7455397_7455951	CAMTA1;AL365194.1	0;-13844	distal;distal
chr1_7471685_7472359	CAMTA1;AL365194.1	0;-30132	distal;distal
chr1_7478057_7479382	CAMTA1;AL365194.1	0;-36504	distal;distal
chr1_7491381_7492126	CAMTA1;AL365194.1	0;-49828	distal;distal
chr1_7501006_7501618	CAMTA1;AL365194.1	0;-59453	distal;distal
chr1_7558979_7559341	CAMTA1;AL365194.1	0;-117426	distal;distal
chr1_7581959_7582283	CAMTA1;AL359881.3	0;112561	distal;distal
chr1_7591852_7591875	CAMTA1;AL359881.3	0;102969	distal;distal
chr1_7613502_7613726	CAMTA1;AL359881.3	0;81118	distal;distal
chr1_7616370_7616696	CAMTA1;AL359881.3	0;78148	distal;distal
chr1_7623708_7624390	CAMTA1;AL359881.3	0;70454	distal;distal
chr1_7645472_7645684	CAMTA1;AL359881.3	0;49160	distal;distal
chr1_7646978_7647662	CAMTA1;AL359881.3	0;47182	distal;distal
chr1_7667248_7670738	CAMTA1;AL359881.3	0;24106	distal;distal
chr1_7678922_7681673	CAMTA1;AL359881.3	0;13171	distal;distal
chr1_7689635_7689816	CAMTA1;AL359881.3	0;5028	distal;distal
chr1_7695170_7696122	CAMTA1;AL359881.3	0;-327	distal;promoter
chr1_7702013_7706229	CAMTA1;AL359881.1	0;-1044	distal;distal
chr1_7727702_7728644	CAMTA1	-16317	distal
chr1_7752543_7753275	CAMTA1	7583	distal
chr1_7760336_7760960	VAMP3;CAMTA1	-10336;0	distal;distal
chr1_7770608_7772027	VAMP3	0	promoter
chr1_7782849_7785428	PER3	0	promoter
chr1_7886318_7886902	UTS2	-32807	distal
chr1_7902653_7903172	TNFRSF9	37694	distal
chr1_7916489_7916646	TNFRSF9	24220	distal
chr1_7942172_7942857	TNFRSF9	308	distal
chr1_7953621_7954800	PARK7	-6892	distal
chr1_7960950_7962284	PARK7	0	promoter
chr1_7975193_7975713	PARK7	13225	distal
chr1_7982217_7982729	PARK7;AL034417.4	0;-8405	distal;distal
chr1_8004009_8005355	ERRFI1;AL034417.3;AL034417.4	0;-4076;0	distal;distal;distal
chr1_8014618_8017036	ERRFI1	0	promoter
chr1_8017549_8018391	ERRFI1	-1917	distal
chr1_8018980_8019025	ERRFI1	-3348	distal
chr1_8020976_8022040	ERRFI1	4243	distal
chr1_8025320_8027590	ERRFI1;AL034417.2	0;0	promoter;promoter
chr1_8169675_8170165	LINC01714	-31353	distal
chr1_8202704_8202734	LINC01714	1187	distal
chr1_8217054_8217845	AL358876.2	2684	distal
chr1_8266507_8266822	AL358876.2	-45979	distal
chr1_8301932_8302809	SLC45A1	-15017	distal
chr1_8314217_8314884	SLC45A1	-2942	distal
chr1_8317526_8318851	SLC45A1	0	promoter
chr1_8343496_8343843	SLC45A1	19167	distal
chr1_8348763_8349400	SLC45A1	24434	distal
chr1_8350956_8352310	SLC45A1	26627	distal
chr1_8353392_8353849	RERE;SLC45A1	0;29063	distal;distal
chr1_8355338_8355534	RERE;SLC45A1	0;31009	distal;distal
chr1_8360891_8361146	RERE;SLC45A1	0;36562	distal;distal
chr1_8363807_8364073	RERE;SLC45A1	0;39478	distal;distal
chr1_8368940_8369281	RERE;SLC45A1	0;44611	distal;distal
chr1_8370121_8374972	RERE;SLC45A1	0;45792	distal;distal
chr1_8378706_8379514	RERE	44152	distal
chr1_8380050_8380141	RERE	43525	distal
chr1_8381794_8382902	RERE	40764	distal
chr1_8384211_8385091	RERE	38575	distal
chr1_8397106_8397317	RERE	26349	distal
chr1_8407919_8409633	RERE	14033	distal
chr1_8412070_8412671	RERE	10995	distal
chr1_8419124_8419487	RERE	4179	distal
chr1_8420000_8420140	RERE	3526	distal
chr1_8420658_8420887	RERE	2779	distal
chr1_8421683_8425210	RERE	0	promoter
chr1_8428017_8428426	RERE;RERE-AS1	0;2618	distal;distal
chr1_8438513_8439528	RERE;RERE-AS1	0;13114	distal;distal
chr1_8441208_8441606	RERE;RERE-AS1	0;15809	distal;distal
chr1_8443816_8443836	RERE;RERE-AS1	0;18417	distal;distal
chr1_8448861_8449551	RERE;RERE-AS1	0;23462	distal;distal
chr1_8455370_8456186	RERE;RERE-AS1	0;29971	distal;distal
chr1_8459983_8461212	RERE;RERE-AS1	0;34584	distal;distal
chr1_8462331_8463975	RERE;RERE-AS1	0;36932	distal;distal
chr1_8465013_8466181	RERE;RERE-AS1	0;39614	distal;distal
chr1_8477129_8477431	RERE	48508	distal
chr1_8496484_8496752	RERE	29187	distal
chr1_8509996_8510975	RERE	14964	distal
chr1_8511794_8511837	RERE	14102	distal
chr1_8516734_8518611	RERE	7328	distal
chr1_8520724_8520848	RERE	5091	distal
chr1_8524784_8526585	RERE	0	promoter
chr1_8552827_8553043	RERE	-26889	distal
chr1_8561024_8561437	RERE	-35086	distal
chr1_8590685_8591074	RERE	-64747	distal
chr1_8597753_8599285	RERE	57086	distal
chr1_8628880_8631571	RERE	24800	distal
chr1_8632165_8632527	RERE	23844	distal
chr1_8639393_8639465	RERE	16906	distal
chr1_8660264_8660994	RERE	-3894	distal
chr1_8671276_8671646	RERE	-14906	distal
chr1_8680567_8681360	RERE	-24197	distal
chr1_8687008_8687353	RERE	-30638	distal
chr1_8700369_8704063	RERE	-43999	distal
chr1_8712138_8712838	RERE	-55768	distal
chr1_8718923_8719273	RERE	-62553	distal
chr1_8726283_8727160	RERE	-69913	distal
chr1_8727782_8728349	RERE	-71412	distal
chr1_8814785_8818903	RERE	0	promoter
chr1_8836215_8836565	RERE	-18576	distal
chr1_8847869_8849589	ENO1	29097	distal
chr1_8859391_8859877	ENO1	18809	distal
chr1_8860859_8861254	ENO1	17432	distal
chr1_8862465_8862856	ENO1	15830	distal
chr1_8870765_8870800	ENO1	7886	distal
chr1_8871723_8872299	ENO1	6387	distal
chr1_8873214_8874060	ENO1	4626	distal
chr1_8875005_8880995	ENO1;ENO1-AS1	0;0	promoter;promoter
chr1_8884852_8885122	ENO1-AS1	6018	distal
chr1_8889279_8890741	ENO1-AS1	10445	distal
chr1_8903827_8904395	ENO1-AS1	24993	distal
chr1_8915515_8915564	CA6	-30304	distal
chr1_8917982_8918670	CA6	-27198	distal
chr1_8941439_8944157	CA6	-1711	distal
chr1_8944740_8945167	CA6	-701	promoter
chr1_8947245_8947826	CA6	1359	distal
chr1_8951440_8951461	CA6	5554	distal
chr1_8955373_8955688	CA6	9487	distal
chr1_8986055_8986713	SLC2A7	39632	distal
chr1_8987612_8988487	SLC2A7	37858	distal
chr1_9005004_9005500	SLC2A7	20845	distal
chr1_9061595_9062068	SLC2A5	7536	distal
chr1_9065221_9065513	SLC2A5	4091	distal
chr1_9069135_9069987	SLC2A5	0	promoter
chr1_9101535_9101936	GPR157	27166	distal
chr1_9110709_9111185	GPR157	17917	distal
chr1_9128711_9129797	GPR157	0	promoter
chr1_9142315_9142572	GPR157	-13214	distal
chr1_9150741_9151558	GPR157;MIR34AHG	-21640;0	distal;distal
chr1_9181242_9183385	MIR34AHG;LNCTAM34A	0;0	promoter;promoter
chr1_9195782_9196996	MIR34AHG;LNCTAM34A	1707;0	distal;distal
chr1_9198477_9199183	MIR34AHG	0	promoter
chr1_9201201_9202055	MIR34AHG	-2499	distal
chr1_9231709_9231906	H6PD	-2869	distal
chr1_9232995_9235885	H6PD	0	promoter
chr1_9239687_9240456	H6PD	0	promoter
chr1_9241995_9243330	H6PD	2152	distal
chr1_9247251_9251887	H6PD	7408	distal
chr1_9253049_9253320	H6PD	13206	distal
chr1_9266957_9267583	H6PD;SPSB1	0;-25311	distal;distal
chr1_9275650_9275833	SPSB1	-17061	distal
chr1_9280449_9280697	SPSB1	-12197	distal
chr1_9290067_9290884	SPSB1	-2010	distal
chr1_9291653_9295613	SPSB1	0	promoter
chr1_9310930_9311549	SPSB1	18037	distal
chr1_9317841_9318492	SPSB1	24948	distal
chr1_9321334_9321881	SPSB1	28441	distal
chr1_9322580_9325785	SPSB1	-25646	distal
chr1_9340284_9340583	SPSB1	-10848	distal
chr1_9344964_9345261	SPSB1	-6170	distal
chr1_9345808_9346487	SPSB1	-4944	distal
chr1_9352165_9352801	SPSB1	735	distal
chr1_9362376_9363869	SPSB1	6670	distal
chr1_9375732_9376565	SPSB1	20026	distal
chr1_9383253_9383258	SPSB1	27547	distal
chr1_9383869_9389233	SPSB1	28163	distal
chr1_9397783_9398594	BX323043.1	24268	distal
chr1_9399276_9401306	BX323043.1	21556	distal
chr1_9401835_9402059	BX323043.1	20803	distal
chr1_9426558_9426564	LINC02606	2511	distal
chr1_9428323_9429690	LINC02606	0	promoter
chr1_9437629_9439751	LINC02606	-8555	distal
chr1_9440664_9442227	LINC02606	-11590	distal
chr1_9449287_9449763	LINC02606	-20213	distal
chr1_9455729_9456202	LINC02606	-26655	distal
chr1_9490969_9491507	AL928921.1	11964	distal
chr1_9495120_9495724	AL928921.1	7747	distal
chr1_9503179_9503656	AL928921.1	0	promoter
chr1_9519473_9519670	AL928921.1	-16003	distal
chr1_9528885_9529909	SLC25A33	-9556	distal
chr1_9532609_9533631	SLC25A33	-5834	distal
chr1_9538661_9541382	SLC25A33	0	promoter
chr1_9541998_9543061	SLC25A33	2534	distal
chr1_9555363_9555737	SLC25A33	15899	distal
chr1_9561165_9561989	SLC25A33	21701	distal
chr1_9573745_9573904	SLC25A33;TMEM201	0;-15007	distal;distal
chr1_9588130_9594451	TMEM201	0	promoter
chr1_9604113_9604364	TMEM201	15192	distal
chr1_9606767_9607706	TMEM201	17846	distal
chr1_9615517_9615978	TMEM201	26596	distal
chr1_9626876_9627549	PIK3CD	-24182	distal
chr1_9651566_9652538	PIK3CD	0	promoter
chr1_9687375_9688099	PIK3CD;PIK3CD-AS2	0;0	distal;promoter
chr1_9688902_9690384	PIK3CD;PIK3CD-AS2	0;-1348	distal;distal
chr1_9702290_9702569	PIK3CD	-7629	distal
chr1_9721689_9722173	PIK3CD	11492	distal
chr1_9724961_9725394	PIK3CD	14764	distal
chr1_9730622_9730900	CLSTN1;PIK3CD	0;20425	distal;distal
chr1_9758853_9759253	CLSTN1;PIK3CD	0;48656	distal;distal
chr1_9793535_9793572	CLSTN1	30412	distal
chr1_9822738_9826099	CLSTN1	0	promoter
chr1_9831198_9831317	CLSTN1	-6673	distal
chr1_9835454_9836801	CLSTN1	-10929	distal
chr1_9838934_9839468	AL357140.1	-8850	distal
chr1_9842598_9845209	AL357140.1	-3109	distal
chr1_9845913_9847309	AL357140.1	-1009	distal
chr1_9847932_9848387	CTNNBIP1;AL357140.1	0;0	distal;promoter
chr1_9849575_9851344	CTNNBIP1;AL357140.1	0;1258	distal;distal
chr1_9851903_9853318	CTNNBIP1;AL357140.1	0;3586	distal;distal
chr1_9859460_9859719	CTNNBIP1;AL357140.1	0;11143	distal;distal
chr1_9861443_9861504	CTNNBIP1;AL357140.1	0;13126	distal;distal
chr1_9863769_9864229	CTNNBIP1	13947	distal
chr1_9867372_9867900	CTNNBIP1	10276	distal
chr1_9874594_9876043	CTNNBIP1	2133	distal
chr1_9877042_9877441	CTNNBIP1	735	distal
chr1_9883809_9885009	CTNNBIP1	-5634	distal
chr1_9886250_9886455	CTNNBIP1	6782	distal
chr1_9890303_9891657	CTNNBIP1	1580	distal
chr1_9892578_9893510	CTNNBIP1	0	promoter
chr1_9900169_9902513	CTNNBIP1;AL357140.4	0;0	distal;promoter
chr1_9909185_9911437	CTNNBIP1	0	promoter
chr1_9929315_9929910	LZIC	12858	distal
chr1_9942391_9943909	LZIC;NMNAT1;AL357140.2	0;0;0	promoter;promoter;promoter
chr1_9949989_9950924	NMNAT1	6515	distal
chr1_9984093_9984787	NMNAT1;AL603962.1	0;953	distal;distal
chr1_9996915_9998211	RBP7	0	promoter
chr1_10000936_10001580	RBP7	3709	distal
chr1_10032216_10033919	UBE4B	0	promoter
chr1_10046247_10046835	UBE4B	12974	distal
chr1_10054468_10054899	UBE4B	21195	distal
chr1_10057300_10057732	UBE4B	24027	distal
chr1_10059497_10059541	UBE4B	26224	distal
chr1_10065155_10065829	UBE4B	31882	distal
chr1_10066692_10067477	UBE4B	33419	distal
chr1_10074295_10075491	UBE4B	41022	distal
chr1_10105554_10105784	UBE4B	72281	distal
chr1_10108022_10109502	UBE4B	74749	distal
chr1_10113480_10113927	UBE4B	80207	distal
chr1_10127864_10128838	KIF1B;UBE4B	-81967;0	distal;distal
chr1_10132091_10133354	KIF1B;UBE4B	-77451;0	distal;distal
chr1_10143731_10144596	KIF1B;UBE4B	-66209;0	distal;distal
chr1_10152671_10153428	KIF1B;UBE4B	-57377;0	distal;distal
chr1_10160832_10161975	KIF1B;UBE4B	-48830;0	distal;distal
chr1_10178950_10180310	KIF1B;UBE4B	-30495;0	distal;distal
chr1_10209614_10212353	KIF1B	0	promoter
chr1_10213230_10214237	KIF1B	1615	distal
chr1_10216740_10217048	KIF1B	5125	distal
chr1_10217999_10218331	KIF1B	6384	distal
chr1_10253692_10254059	KIF1B	21364	distal
chr1_10286239_10286614	KIF1B	53911	distal
chr1_10288094_10288643	KIF1B	55766	distal
chr1_10294794_10296293	KIF1B	62466	distal
chr1_10297078_10297949	KIF1B	64750	distal
chr1_10299158_10300128	KIF1B	66830	distal
chr1_10337975_10338702	KIF1B;AL139424.3	0;44403	distal;distal
chr1_10339716_10340387	KIF1B;AL139424.3	0;42718	distal;distal
chr1_10377351_10377862	KIF1B;AL139424.3	0;5243	distal;distal
chr1_10387767_10388188	AL139424.3	-618	promoter
chr1_10398166_10400067	PGD	0	promoter
chr1_10427976_10428469	CENPS	-1964	distal
chr1_10429746_10431356	CENPS;AL139424.1	0;0	promoter;promoter
chr1_10449989_10450185	CORT	271	distal
chr1_10450974_10451495	CORT	1256	distal
chr1_10471898_10473056	DFFA	0	promoter
chr1_10474485_10475757	PEX14	0	promoter
chr1_10490283_10490811	PEX14	15334	distal
chr1_10494522_10495641	PEX14	19573	distal
chr1_10507352_10507850	PEX14	32403	distal
chr1_10510915_10510967	PEX14	35966	distal
chr1_10538623_10538979	PEX14	63674	distal
chr1_10615236_10615780	PEX14;AL139423.2	0;672	distal;distal
chr1_10620840_10621136	PEX14;AL139423.2	0;-4389	distal;distal
chr1_10639050_10639390	CASZ1;AL139423.1	0;0	distal;promoter
chr1_10640141_10640776	CASZ1;AL139423.1	0;901	distal;distal
chr1_10644785_10644958	CASZ1;AL139423.1	0;5545	distal;distal
chr1_10646484_10646686	CASZ1;AL139423.1	0;7244	distal;distal
chr1_10649528_10649953	CASZ1;AL139423.1	0;10288	distal;distal
chr1_10663180_10664749	CASZ1;AL139423.1	0;23940	distal;distal
chr1_10675033_10675578	CASZ1;AL139423.1	0;35793	distal;distal
chr1_10693734_10695480	CASZ1;AL139423.1	0;54494	distal;distal
chr1_10709187_10709361	CASZ1;AL139423.1	0;69947	distal;distal
chr1_10726329_10726867	CASZ1	69779	distal
chr1_10727973_10727990	CASZ1	68656	distal
chr1_10728577_10729429	CASZ1	67217	distal
chr1_10734863_10735949	CASZ1	60697	distal
chr1_10751732_10752011	CASZ1	44635	distal
chr1_10782909_10783182	CASZ1	13464	distal
chr1_10788489_10789165	CASZ1	7481	distal
chr1_10795773_10797038	CASZ1	0	promoter
chr1_10822947_10823239	CASZ1	-26298	distal
chr1_10835889_10836187	CASZ1	-39240	distal
chr1_10866587_10868524	CASZ1	-69938	distal
chr1_10901295_10901890	C1orf127	80147	distal
chr1_10941954_10942388	C1orf127	39649	distal
chr1_10944095_10944779	C1orf127	37258	distal
chr1_10945918_10946337	C1orf127	35700	distal
chr1_10960882_10961581	C1orf127	20456	distal
chr1_10965597_10966006	C1orf127	16031	distal
chr1_10968287_10968626	C1orf127	13411	distal
chr1_10973708_10973984	C1orf127	8053	distal
chr1_10975659_10976419	C1orf127	5618	distal
chr1_10979084_10981520	C1orf127	517	distal
chr1_11011709_11013343	TARDBP	0	promoter
chr1_11037550_11038218	MASP2;AL109811.2	0;7793	distal;distal
chr1_11059143_11060869	SRM	0	promoter
chr1_11063021_11063350	SRM	-3004	distal
chr1_11068121_11069197	EXOSC10;AL109811.1	0;0	distal;promoter
chr1_11071509_11071672	EXOSC10;AL109811.1	0;3039	distal;distal
chr1_11099207_11100582	EXOSC10;EXOSC10-AS1	0;0	promoter;promoter
chr1_11109098_11109913	EXOSC10;MTOR	-9230;0	distal;distal
chr1_11134268_11134812	MTOR	-2711	distal
chr1_11157774_11159168	MTOR;MTOR-AS1	0;13877	distal;distal
chr1_11176447_11176616	ANGPTL7;MTOR	-12739;0	distal;distal
chr1_11178265_11178553	ANGPTL7;MTOR	-10802;0	distal;distal
chr1_11187283_11188277	ANGPTL7;MTOR	-1078;0	distal;distal
chr1_11198388_11199691	ANGPTL7;MTOR	9034;0	distal;distal
chr1_11212147_11212666	ANGPTL7;MTOR	22793;0	distal;distal
chr1_11241690_11242144	MTOR	20407	distal
chr1_11246047_11246859	MTOR	15692	distal
chr1_11261993_11263288	MTOR	0	promoter
chr1_11272380_11273982	UBIAD1	0	promoter
chr1_11285762_11287129	UBIAD1	12235	distal
chr1_11301501_11302309	AL031291.1	16784	distal
chr1_11315018_11315303	AL031291.1	3790	distal
chr1_11316840_11317127	AL031291.1	1966	distal
chr1_11339849_11340105	AL031291.1	-20757	distal
chr1_11354897_11356553	AL031291.1	-35805	distal
chr1_11357189_11357847	AL031291.1	-38097	distal
chr1_11383984_11384148	AL031291.1	-64892	distal
chr1_11391855_11392234	AL031291.1	-72763	distal
chr1_11412144_11412557	DISP3	-66598	distal
chr1_11414900_11415407	DISP3	-63748	distal
chr1_11438982_11439367	DISP3	-39788	distal
chr1_11440892_11441915	DISP3	-37240	distal
chr1_11444170_11444788	DISP3	-34367	distal
chr1_11458396_11459844	DISP3	-19311	distal
chr1_11462474_11463116	DISP3	-16039	distal
chr1_11473635_11473954	DISP3	-5201	distal
chr1_11474775_11475273	DISP3	-3882	distal
chr1_11477307_11480859	DISP3	0	promoter
chr1_11482308_11483264	DISP3	3154	distal
chr1_11499289_11500435	DISP3;AL590989.1	0;1581	distal;distal
chr1_11550663_11551025	DISP3	16988	distal
chr1_11642370_11642844	FBXO44;AL031731.1	-11531;0	distal;distal
chr1_11645620_11651227	FBXO2;FBXO44	0;-3148	distal;distal
chr1_11653028_11655950	FBXO2;FBXO44	0;0	promoter;promoter
chr1_11663821_11665275	FBXO6	0	promoter
chr1_11680329_11682015	MAD2L2	0	promoter
chr1_11690694_11692093	MAD2L2;DRAXIN	0;0	promoter;promoter
chr1_11693053_11693809	DRAXIN	1344	distal
chr1_11700781_11702462	DRAXIN	9072	distal
chr1_11703889_11704722	DRAXIN	12180	distal
chr1_11707734_11708089	DRAXIN	16025	distal
chr1_11711123_11711457	DRAXIN	19414	distal
chr1_11719269_11720952	DRAXIN;AGTRAP	0;-15132	distal;distal
chr1_11731135_11733086	AGTRAP	-2998	distal
chr1_11735256_11737264	AGTRAP	0	promoter
chr1_11749185_11749499	AGTRAP;C1orf167	0;-12288	distal;distal
chr1_11784611_11785605	AL953897.1;C1orf167	-4993;0	distal;distal
chr1_11787213_11788125	MTHFR;AL953897.1;C1orf167	0;-7595;0	distal;distal;distal
chr1_11789356_11789389	MTHFR;C1orf167	7156;0	distal;distal
chr1_11790455_11791429	MTHFR	5116	distal
chr1_11802986_11804046	MTHFR	0	promoter
chr1_11804589_11806998	CLCN6;MTHFR	0;0	promoter;promoter
chr1_11838384_11839100	CLCN6;NPPA	0;8683	distal;distal
chr1_11848135_11848358	NPPA	0	promoter
chr1_11880859_11881408	NPPB	-21915	distal
chr1_11893940_11894283	AL021155.5	-13657	distal
chr1_11907405_11910903	AL021155.5	0	promoter
chr1_11918707_11919365	KIAA2013	7038	distal
chr1_11920143_11921095	KIAA2013	5308	distal
chr1_11923587_11923957	KIAA2013	2446	distal
chr1_11925828_11927181	KIAA2013	0	promoter
chr1_11927730_11928394	KIAA2013	-1303	distal
chr1_11929635_11930217	KIAA2013	-3208	distal
chr1_11933888_11935505	PLOD1	0	promoter
